year,state_name,parameter_name,arithmetic_mean_average
1996,Maine,PM10 Total 0-10um STP,17.427591193548388
1987,Montana,Sulfur dioxide,17.42018638095238
2003,Georgia,Nitrogen dioxide (NO2),17.4129977
2005,Oregon,PM10 Total 0-10um STP,17.410764
1982,Iowa,Nitrogen dioxide (NO2),17.401667
2006,Missouri,Nitrogen dioxide (NO2),17.398140944444442
1987,Idaho,Sulfur dioxide,17.397446
2004,Indiana,Nitrogen dioxide (NO2),17.395269874999997
2015,Oklahoma,PM10 Total 0-10um STP,17.392080666666665
1997,Oregon,Nitrogen dioxide (NO2),17.391223
1996,Oklahoma,Nitrogen dioxide (NO2),17.382233625
1996,New Hampshire,PM10 Total 0-10um STP,17.3810250625
1999,Tennessee,PM2.5 - Local Conditions,17.379097928571415
2012,Mississippi,PM10 Total 0-10um STP,17.377470000000002
2017,New York,Nitrogen dioxide (NO2),17.373835250000003
1980,Massachusetts,Sulfur dioxide,17.371130607142856
1998,Arkansas,Nitrogen dioxide (NO2),17.371067
2002,Wisconsin,PM10 Total 0-10um STP,17.369647888888892
2011,Delaware,Nitrogen dioxide (NO2),17.3680125
2015,Colorado,PM10 Total 0-10um STP,17.365838199999995
1986,Rhode Island,Sulfur dioxide,17.361128166666667
2022,Massachusetts,Nitrogen dioxide (NO2),17.348146272727273
2013,Tennessee,Nitrogen dioxide (NO2),17.345106
2022,Tennessee,PM10 Total 0-10um STP,17.341902
2019,District Of Columbia,Nitrogen dioxide (NO2),17.340449375
1987,Iowa,Nitrogen dioxide (NO2),17.337923666666665
1999,Ohio,PM2.5 - Local Conditions,17.305623380341888
1996,Rhode Island,Nitrogen dioxide (NO2),17.305040666666667
2019,Kansas,PM10 Total 0-10um STP,17.300884777777775
1999,New Hampshire,PM10 Total 0-10um STP,17.294982875000002
2000,Oregon,Nitrogen dioxide (NO2),17.290622
2012,Georgia,PM10 Total 0-10um STP,17.290469058823525
2020,Illinois,Nitrogen dioxide (NO2),17.282101714285716
2007,Virginia,Nitrogen dioxide (NO2),17.272077461538458
1997,Florida,Nitrogen dioxide (NO2),17.265594500000002
2017,Puerto Rico,Nitrogen dioxide (NO2),17.264381
1992,Hawaii,PM10 Total 0-10um STP,17.256608500000002
1995,Maine,PM10 Total 0-10um STP,17.251033447368417
1980,West Virginia,Nitrogen dioxide (NO2),17.250850833333335
1981,Rhode Island,Sulfur dioxide,17.2479940625
1987,Hawaii,Sulfur dioxide,17.246264500000002
2002,Tennessee,Nitrogen dioxide (NO2),17.2441755625
2021,Illinois,Nitrogen dioxide (NO2),17.243240750000002
1988,Arkansas,Nitrogen dioxide (NO2),17.239207
2019,District Of Columbia,PM10 Total 0-10um STP,17.228295833333334
2001,Virgin Islands,PM10 Total 0-10um STP,17.227177899999997
2011,Florida,PM10 Total 0-10um STP,17.222078523809525
1980,Maine,Nitrogen dioxide (NO2),17.209204666666668
1982,Indiana,Sulfur dioxide,17.198464425742568
2017,Florida,PM10 Total 0-10um STP,17.188614976190472
2000,Ohio,PM2.5 - Local Conditions,17.188407468085121
1980,Kansas,Sulfur dioxide,17.188202250000003
2006,Massachusetts,PM10 Total 0-10um STP,17.186081299999998
1995,New Hampshire,PM10 Total 0-10um STP,17.184336500000004
2016,Colorado,Nitrogen dioxide (NO2),17.183990678571426
2002,Maine,PM10 Total 0-10um STP,17.182205315789474
2003,Vermont,PM10 Total 0-10um STP,17.178888800000003
2020,Louisiana,PM10 Total 0-10um STP,17.1621647
1999,Louisiana,Nitrogen dioxide (NO2),17.1617827
2005,Hawaii,PM10 Total 0-10um STP,17.157826625
2008,Alaska,PM10 Total 0-10um STP,17.151156833333335
1995,West Virginia,Nitrogen dioxide (NO2),17.150537500000002
2009,Alaska,PM10 Total 0-10um STP,17.1504501875
2020,Alabama,PM10 Total 0-10um STP,17.147701411764704
2013,Alabama,PM10 Total 0-10um STP,17.13254908
2010,North Carolina,Nitrogen dioxide (NO2),17.13024
2021,Alabama,PM10 Total 0-10um STP,17.125241411764705
1991,Tennessee,Nitrogen dioxide (NO2),17.122310388888884
1982,New Hampshire,Sulfur dioxide,17.115506630769236
2016,Mississippi,PM10 Total 0-10um STP,17.101852
1999,New Hampshire,Nitrogen dioxide (NO2),17.098322624999998
1996,Florida,Nitrogen dioxide (NO2),17.0846792
1988,Idaho,Sulfur dioxide,17.077460125
2016,Country Of Mexico,PM2.5 - Local Conditions,17.075109857142863
2009,Delaware,PM10 Total 0-10um STP,17.0741215
2014,Idaho,PM10 Total 0-10um STP,17.073974923076918
1993,Oklahoma,Nitrogen dioxide (NO2),17.07161671428571
2006,Georgia,Nitrogen dioxide (NO2),17.0708474
1998,Wisconsin,PM2.5 - Local Conditions,17.070611
2000,Tennessee,PM2.5 - Local Conditions,17.057384617886196
2013,Pennsylvania,PM10 Total 0-10um STP,17.055995415094348
2015,Missouri,Nitrogen dioxide (NO2),17.055044111111108
2014,Tennessee,PM10 Total 0-10um STP,17.048851631578945
2005,Georgia,Nitrogen dioxide (NO2),17.048683699999998
1998,Hawaii,PM10 Total 0-10um STP,17.0357882
2001,Arkansas,Nitrogen dioxide (NO2),17.027697
2008,Pennsylvania,Nitrogen dioxide (NO2),17.015273965517245
2019,Washington,PM10 Total 0-10um STP,17.013728684210527
1994,Maine,PM10 Total 0-10um STP,17.00580945714286
2001,Oregon,Nitrogen dioxide (NO2),17.004614
1980,Tennessee,Sulfur dioxide,17.003325365384619
2016,Idaho,Nitrogen dioxide (NO2),17.0022865
1986,Ohio,Sulfur dioxide,17.002237833333346
2012,District Of Columbia,PM10 Total 0-10um STP,16.9948635
2002,Texas,Nitrogen dioxide (NO2),16.992725171052633
1987,New Mexico,Nitrogen dioxide (NO2),16.990670333333334
2015,Alaska,PM10 Total 0-10um STP,16.989154346153846
2010,Arkansas,Nitrogen dioxide (NO2),16.987531999999998
1981,North Carolina,Nitrogen dioxide (NO2),16.985822678571434
2022,Rhode Island,Nitrogen dioxide (NO2),16.981116
2004,Virgin Islands,PM10 Total 0-10um STP,16.978747818181816
2021,Louisiana,PM10 Total 0-10um STP,16.9673686
2000,Florida,Nitrogen dioxide (NO2),16.9594575
2020,Idaho,Nitrogen dioxide (NO2),16.9584275
1999,Oklahoma,Nitrogen dioxide (NO2),16.947317
1987,Rhode Island,Sulfur dioxide,16.947301416666669
2009,Maine,PM10 Total 0-10um STP,16.935195727272731
2009,Tennessee,PM10 Total 0-10um STP,16.935128972222227
2013,Tennessee,PM10 Total 0-10um STP,16.93308895454545
1998,West Virginia,Sulfur dioxide,16.93282479
1982,Florida,Nitrogen dioxide (NO2),16.924094804347824
2020,New Jersey,Nitrogen dioxide (NO2),16.9161716
2008,Wisconsin,PM10 Total 0-10um STP,16.915784416666664
2016,Washington,PM10 Total 0-10um STP,16.913135625
2022,Ohio,Nitrogen dioxide (NO2),16.9099865
1980,Ohio,Sulfur dioxide,16.902166601562513
1992,Arkansas,Nitrogen dioxide (NO2),16.89829625
2019,New York,Nitrogen dioxide (NO2),16.893315187499997
2000,West Virginia,Sulfur dioxide,16.889108812499998
2012,Arkansas,Nitrogen dioxide (NO2),16.88873925
2014,Missouri,Nitrogen dioxide (NO2),16.8881565
1986,New York,Sulfur dioxide,16.880208514705878
1996,Montana,PM10 Total 0-10um STP,16.87783570754716
2005,Kentucky,Nitrogen dioxide (NO2),16.8775775
2020,Montana,PM10 Total 0-10um STP,16.873230203125004
1985,Wyoming,Nitrogen dioxide (NO2),16.872658
2016,Idaho,PM10 Total 0-10um STP,16.869736083333336
2013,Ohio,Nitrogen dioxide (NO2),16.863822500000005
1994,Florida,Nitrogen dioxide (NO2),16.858404499999995
1992,Oklahoma,Nitrogen dioxide (NO2),16.857431642857144
2009,West Virginia,PM10 Total 0-10um STP,16.856156545454546
1983,Montana,Sulfur dioxide,16.844296272727277
2014,District Of Columbia,PM10 Total 0-10um STP,16.836463166666665
1988,Ohio,Sulfur dioxide,16.831047029999993
2019,Arkansas,PM10 Total 0-10um STP,16.82963175
1999,Illinois,PM2.5 - Local Conditions,16.829465675324673
2019,Idaho,PM10 Total 0-10um STP,16.821303
2016,District Of Columbia,PM10 Total 0-10um STP,16.819647500000002
2007,Massachusetts,PM10 Total 0-10um STP,16.8151263
2000,Hawaii,PM10 Total 0-10um STP,16.814712571428572
2022,Colorado,Nitrogen dioxide (NO2),16.813571416666665
2017,Washington,Nitrogen dioxide (NO2),16.806059600000005
2004,Tennessee,Nitrogen dioxide (NO2),16.8049415
1992,Michigan,Nitrogen dioxide (NO2),16.8027115
1984,Missouri,Sulfur dioxide,16.799251946428566
1986,District Of Columbia,Sulfur dioxide,16.7938575
2013,Maryland,Nitrogen dioxide (NO2),16.775586833333332
1995,Montana,PM10 Total 0-10um STP,16.773989954954953
2015,District Of Columbia,PM10 Total 0-10um STP,16.77288
1981,Kansas,Sulfur dioxide,16.771297833333332
2018,Rhode Island,Nitrogen dioxide (NO2),16.763924249999995
2015,Colorado,Nitrogen dioxide (NO2),16.760341566666664
2016,Maryland,Nitrogen dioxide (NO2),16.753815
2002,Vermont,Nitrogen dioxide (NO2),16.747538
2016,Ohio,Nitrogen dioxide (NO2),16.746092714285719
2002,Rhode Island,PM10 Total 0-10um STP,16.745222894736841
1999,West Virginia,PM2.5 - Local Conditions,16.744938833333329
2021,Georgia,PM10 Total 0-10um STP,16.742830375
2018,Alaska,Nitrogen dioxide (NO2),16.739653
2003,Hawaii,PM10 Total 0-10um STP,16.727713111111111
1981,New Jersey,Sulfur dioxide,16.717185765151516
2000,Maine,PM10 Total 0-10um STP,16.716938000000006
2017,Ohio,PM10 Total 0-10um STP,16.715733777777778
2000,Arkansas,Nitrogen dioxide (NO2),16.7006325
1996,Wyoming,PM10 Total 0-10um STP,16.699082855072469
1997,Minnesota,PM10 Total 0-10um STP,16.697680697674418
2017,South Dakota,PM10 Total 0-10um STP,16.6843502
1993,North Carolina,Nitrogen dioxide (NO2),16.68322475
1999,Hawaii,PM10 Total 0-10um STP,16.678925130434784
2018,Tennessee,PM10 Total 0-10um STP,16.6720711
2016,Hawaii,Sulfur dioxide,16.665941945454552
1981,Florida,Nitrogen dioxide (NO2),16.661655838235305
2017,Oklahoma,PM10 Total 0-10um STP,16.659052714285718
1997,Arkansas,Nitrogen dioxide (NO2),16.65541
1990,Ohio,Sulfur dioxide,16.646452937499998
2005,Ohio,PM2.5 - Local Conditions,16.640115571428577
1991,Pennsylvania,Sulfur dioxide,16.639178719387772
2008,Colorado,Nitrogen dioxide (NO2),16.6377302
1987,Arkansas,Nitrogen dioxide (NO2),16.6287285
1990,Michigan,Nitrogen dioxide (NO2),16.612647888888883
2008,Rhode Island,PM10 Total 0-10um STP,16.6068578
2014,Pennsylvania,PM10 Total 0-10um STP,16.599048115384615
2021,Wisconsin,PM10 Total 0-10um STP,16.598951888888891
1999,New York,PM10 Total 0-10um STP,16.59252290909091
2010,Washington,PM10 Total 0-10um STP,16.5911885
1982,District Of Columbia,Sulfur dioxide,16.589364375000002
2018,Alabama,PM10 Total 0-10um STP,16.586860409090907
2008,Oregon,Nitrogen dioxide (NO2),16.58626975
1986,Arkansas,Nitrogen dioxide (NO2),16.582527
2006,Wisconsin,PM10 Total 0-10um STP,16.577648285714289
2004,Rhode Island,PM10 Total 0-10um STP,16.574927333333331
2009,Michigan,PM10 Total 0-10um STP,16.572914666666666
2010,California,Nitrogen dioxide (NO2),16.561420485849048
2001,Ohio,PM2.5 - Local Conditions,16.544856539999987
2022,Ohio,PM10 Total 0-10um STP,16.532576155555557
2019,Louisiana,PM10 Total 0-10um STP,16.531297400000003
2019,Florida,PM10 Total 0-10um STP,16.528164909090908
1984,Maryland,Sulfur dioxide,16.524134833333328
2011,Hawaii,PM10 Total 0-10um STP,16.520687208333332
2003,Texas,Nitrogen dioxide (NO2),16.517005363636382
2006,Kentucky,Nitrogen dioxide (NO2),16.515213
1998,Florida,Nitrogen dioxide (NO2),16.513107181818182
2002,Oregon,Nitrogen dioxide (NO2),16.5110125
2017,Tennessee,PM10 Total 0-10um STP,16.500807285714284
2022,Wisconsin,Nitrogen dioxide (NO2),16.500756250000002
1999,Vermont,PM10 Total 0-10um STP,16.500574571428572
1995,New Mexico,Nitrogen dioxide (NO2),16.49724125
1980,Montana,Nitrogen dioxide (NO2),16.4962132
2021,District Of Columbia,Nitrogen dioxide (NO2),16.495549500000003
2010,Virginia,PM10 Total 0-10um STP,16.492348187500003
2013,Florida,PM10 Total 0-10um STP,16.487254499999995
2011,Arkansas,Nitrogen dioxide (NO2),16.478375
1984,Utah,Sulfur dioxide,16.47775425
2013,Oregon,PM10 Total 0-10um STP,16.476157153846152
1985,Alaska,Sulfur dioxide,16.46629575
1987,Ohio,Sulfur dioxide,16.465543919642872
2017,Delaware,Nitrogen dioxide (NO2),16.4646295
1999,Alabama,Nitrogen dioxide (NO2),16.4574825
1998,Louisiana,Nitrogen dioxide (NO2),16.454697266666667
2001,New Hampshire,PM10 Total 0-10um STP,16.443806263157896
2005,Indiana,PM2.5 - Local Conditions,16.4208281346154
2012,Washington,PM10 Total 0-10um STP,16.415182333333334
1996,Alabama,Nitrogen dioxide (NO2),16.4095735
2019,Tennessee,PM10 Total 0-10um STP,16.392220636363636
2010,Idaho,PM10 Total 0-10um STP,16.371100062500002
1998,Puerto Rico,Nitrogen dioxide (NO2),16.360155
1982,Kentucky,Sulfur dioxide,16.358387612068967
2015,Florida,PM10 Total 0-10um STP,16.358124804878045
2013,District Of Columbia,PM10 Total 0-10um STP,16.35758175
2013,Kentucky,PM10 Total 0-10um STP,16.355697666666668
2021,Kentucky,PM10 Total 0-10um STP,16.3458762
2018,Ohio,PM10 Total 0-10um STP,16.34390675862069
1992,Delaware,Nitrogen dioxide (NO2),16.342099166666664
2011,Oregon,PM10 Total 0-10um STP,16.336811428571426
2016,Florida,PM10 Total 0-10um STP,16.336251947368417
2019,Ohio,PM10 Total 0-10um STP,16.335875913043488
1997,Montana,PM10 Total 0-10um STP,16.332500896226414
1992,Delaware,Sulfur dioxide,16.324119
2017,Georgia,PM10 Total 0-10um STP,16.3226795
2011,California,Nitrogen dioxide (NO2),16.315071696078437
1998,New Hampshire,Nitrogen dioxide (NO2),16.310754333333332
2012,Hawaii,Sulfur dioxide,16.309365224489792
1999,Mississippi,PM2.5 - Local Conditions,16.307331000000005
1989,New York,Sulfur dioxide,16.289195740000004
2022,Maryland,Nitrogen dioxide (NO2),16.2883305
1995,Oklahoma,Nitrogen dioxide (NO2),16.286609928571426
2011,New York,Nitrogen dioxide (NO2),16.285677714285711
2012,California,Nitrogen dioxide (NO2),16.28038977142857
1994,Pennsylvania,Sulfur dioxide,16.270820369791664
2022,South Carolina,PM10 Total 0-10um STP,16.266641999999997
2002,Minnesota,Nitrogen dioxide (NO2),16.2653562
1990,Arkansas,Nitrogen dioxide (NO2),16.2614865
2000,Louisiana,Nitrogen dioxide (NO2),16.260035333333335
2012,Maine,PM10 Total 0-10um STP,16.259961555555552
2018,Washington,Nitrogen dioxide (NO2),16.259540500000004
2021,Pennsylvania,PM10 Total 0-10um STP,16.24787085185185
2011,West Virginia,PM10 Total 0-10um STP,16.24125309090909
1986,Indiana,Sulfur dioxide,16.236055752777776
1991,Arkansas,Nitrogen dioxide (NO2),16.229097
2004,Kentucky,Nitrogen dioxide (NO2),16.222197562500003
2008,Massachusetts,PM10 Total 0-10um STP,16.221807199999997
1989,Arizona,Nitrogen dioxide (NO2),16.218651499999996
2016,Georgia,PM10 Total 0-10um STP,16.2162636
2003,New Hampshire,Nitrogen dioxide (NO2),16.208710875
2016,Connecticut,Nitrogen dioxide (NO2),16.205297249999997
2008,Arkansas,Nitrogen dioxide (NO2),16.2050945
2015,Hawaii,PM10 Total 0-10um STP,16.2032685
2010,Utah,Nitrogen dioxide (NO2),16.201450125
2001,Louisiana,Nitrogen dioxide (NO2),16.201021666666669
1989,Idaho,Sulfur dioxide,16.196865624999997
2018,District Of Columbia,PM10 Total 0-10um STP,16.194322833333331
1982,Rhode Island,Sulfur dioxide,16.184855812499993
1980,Maryland,Sulfur dioxide,16.18468063636363
1997,West Virginia,Sulfur dioxide,16.169298590000011
2017,New Jersey,PM10 Total 0-10um STP,16.16866875
2015,Maryland,Nitrogen dioxide (NO2),16.164270300000002
2017,Alabama,PM10 Total 0-10um STP,16.1567278
2014,Georgia,PM10 Total 0-10um STP,16.154159599999996
2017,District Of Columbia,PM10 Total 0-10um STP,16.153735833333332
2007,Vermont,Nitrogen dioxide (NO2),16.152738
2015,Michigan,Nitrogen dioxide (NO2),16.150353312500002
2006,Oregon,Nitrogen dioxide (NO2),16.1469825
1993,New Mexico,Nitrogen dioxide (NO2),16.144397875
2015,Oregon,Nitrogen dioxide (NO2),16.141360499999998
2018,Montana,PM10 Total 0-10um STP,16.140072051724143
2017,Alabama,Nitrogen dioxide (NO2),16.1336905
2014,Maryland,Nitrogen dioxide (NO2),16.1296643
1994,New Hampshire,PM10 Total 0-10um STP,16.1252560625
2005,Oregon,Nitrogen dioxide (NO2),16.107024
2022,Florida,PM10 Total 0-10um STP,16.106297285714284
2007,Massachusetts,Nitrogen dioxide (NO2),16.103480250000004
2018,District Of Columbia,Nitrogen dioxide (NO2),16.1021945
1988,Utah,Sulfur dioxide,16.097325884615383
2017,Oregon,PM10 Total 0-10um STP,16.07801723076923
1980,District Of Columbia,Sulfur dioxide,16.075704083333335
2009,North Carolina,PM10 Total 0-10um STP,16.07553115
2018,Connecticut,Nitrogen dioxide (NO2),16.070614250000002
2020,New York,Nitrogen dioxide (NO2),16.055530357142857
2009,South Dakota,PM10 Total 0-10um STP,16.052523874999995
1985,Missouri,Sulfur dioxide,16.05241453333333
2007,Missouri,Nitrogen dioxide (NO2),16.046200944444443
2000,District Of Columbia,PM2.5 - Local Conditions,16.0440714
2020,Ohio,PM10 Total 0-10um STP,16.03227917777777
2021,District Of Columbia,PM10 Total 0-10um STP,16.0303705
2000,Kentucky,PM2.5 - Local Conditions,16.028693886904776
2005,West Virginia,PM2.5 - Local Conditions,16.023157263157888
2009,Connecticut,Nitrogen dioxide (NO2),16.005289625
2004,Wisconsin,PM10 Total 0-10um STP,16.004973307692307
2013,Georgia,PM10 Total 0-10um STP,16.004450600000002
2014,Kentucky,PM10 Total 0-10um STP,16.003540941176471
2016,Alaska,PM10 Total 0-10um STP,15.997303
2005,New Mexico,Nitrogen dioxide (NO2),15.994606954545455
2013,California,Nitrogen dioxide (NO2),15.977831475728172
2009,Connecticut,PM10 Total 0-10um STP,15.977401500000001
2009,Hawaii,PM10 Total 0-10um STP,15.97356725
2018,Oregon,Nitrogen dioxide (NO2),15.969893166666667
2010,Pennsylvania,Nitrogen dioxide (NO2),15.954371125000003
2006,Hawaii,Sulfur dioxide,15.953032708333335
2018,Ohio,Nitrogen dioxide (NO2),15.952680428571433
2011,Pennsylvania,Nitrogen dioxide (NO2),15.948117275
2005,Texas,Nitrogen dioxide (NO2),15.94682828888889
1982,Wisconsin,Nitrogen dioxide (NO2),15.941223769230769
2005,Massachusetts,Nitrogen dioxide (NO2),15.940969846153846
2021,Wyoming,PM10 Total 0-10um STP,15.936265833333334
1984,Delaware,Sulfur dioxide,15.925786593749994
2001,District Of Columbia,PM2.5 - Local Conditions,15.925473866666671
2011,Virginia,PM10 Total 0-10um STP,15.924102437500002
2005,Vermont,PM10 Total 0-10um STP,15.923344375
2002,New Hampshire,Nitrogen dioxide (NO2),15.922926666666667
2000,Maryland,PM2.5 - Local Conditions,15.913851428571425
1986,Georgia,Sulfur dioxide,15.910526999999998
2018,Kentucky,PM10 Total 0-10um STP,15.908895857142856
2019,Delaware,Nitrogen dioxide (NO2),15.908627500000001
1987,District Of Columbia,Sulfur dioxide,15.908529125
2002,Ohio,PM2.5 - Local Conditions,15.906353903846156
2008,Massachusetts,Nitrogen dioxide (NO2),15.904115249999998
1997,Wyoming,PM10 Total 0-10um STP,15.895571222222227
1984,District Of Columbia,Sulfur dioxide,15.895285000000001
2001,West Virginia,PM2.5 - Local Conditions,15.894836055555555
2000,West Virginia,PM2.5 - Local Conditions,15.888492304347825
1994,New Mexico,Nitrogen dioxide (NO2),15.887197624999999
1999,California,PM2.5 - Local Conditions,15.884578739130431
2013,Montana,PM10 Total 0-10um STP,15.880627890909091
2008,Hawaii,PM10 Total 0-10um STP,15.8781964375
1990,Delaware,Sulfur dioxide,15.874451892857143
2001,Florida,Nitrogen dioxide (NO2),15.873294857142859
1993,Hawaii,PM10 Total 0-10um STP,15.8689371
2016,Pennsylvania,PM10 Total 0-10um STP,15.847067138888885
1986,Massachusetts,Sulfur dioxide,15.846429448863637
2015,Georgia,PM10 Total 0-10um STP,15.8446698
1996,Louisiana,Nitrogen dioxide (NO2),15.839868843750004
2000,Illinois,PM2.5 - Local Conditions,15.833351917431184
1990,Indiana,Sulfur dioxide,15.831342757042256
2014,Florida,PM10 Total 0-10um STP,15.824704214285715
2001,West Virginia,Sulfur dioxide,15.824169032258071
1995,Wyoming,PM10 Total 0-10um STP,15.822534543859646
1987,Indiana,Sulfur dioxide,15.82196229261365
2014,Hawaii,PM10 Total 0-10um STP,15.819999833333334
2000,Alaska,PM10 Total 0-10um STP,15.819881800000001
1989,Utah,Sulfur dioxide,15.819075961538461
2000,North Carolina,PM2.5 - Local Conditions,15.813620575091566
2000,Indiana,PM2.5 - Local Conditions,15.813269076923069
1987,New York,Sulfur dioxide,15.810948895161303
2006,New Mexico,Nitrogen dioxide (NO2),15.810491249999997
1984,New Jersey,Sulfur dioxide,15.80966308333333
2016,Hawaii,PM10 Total 0-10um STP,15.807673333333334
2011,Michigan,Nitrogen dioxide (NO2),15.806386399999997
2018,Alabama,Nitrogen dioxide (NO2),15.802407250000002
2010,Alaska,PM10 Total 0-10um STP,15.80086895652174
2019,Idaho,Nitrogen dioxide (NO2),15.800819
1993,Louisiana,Nitrogen dioxide (NO2),15.798074421052632
2017,Ohio,Nitrogen dioxide (NO2),15.79698542857143
1990,Idaho,Sulfur dioxide,15.795527125
2006,Vermont,Nitrogen dioxide (NO2),15.790817499999998
2007,Alaska,PM10 Total 0-10um STP,15.789493599999998
2008,Oregon,PM10 Total 0-10um STP,15.787628470588235
1988,Oklahoma,Sulfur dioxide,15.772416468750004
2002,District Of Columbia,PM2.5 - Local Conditions,15.769741400000001
1986,Missouri,Sulfur dioxide,15.767797249999996
1986,Delaware,Sulfur dioxide,15.763352124999999
1994,Louisiana,Nitrogen dioxide (NO2),15.763008911764706
1980,South Carolina,Nitrogen dioxide (NO2),15.761757892857144
1993,Arkansas,Nitrogen dioxide (NO2),15.7611085
1990,Maine,Nitrogen dioxide (NO2),15.75865675
2000,Rhode Island,Nitrogen dioxide (NO2),15.755741166666668
2009,Pennsylvania,Nitrogen dioxide (NO2),15.750635949999998
2021,West Virginia,PM10 Total 0-10um STP,15.7415305
2001,North Dakota,PM10 Total 0-10um STP,15.739703500000001
1982,Puerto Rico,Sulfur dioxide,15.737805285714284
1997,Louisiana,Nitrogen dioxide (NO2),15.72659290625
2009,Virginia,PM10 Total 0-10um STP,15.711064333333331
1997,Oklahoma,Nitrogen dioxide (NO2),15.70241835
1982,North Carolina,Nitrogen dioxide (NO2),15.700012500000003
2009,Wyoming,PM10 Total 0-10um STP,15.695116478260873
1986,Maryland,Sulfur dioxide,15.68224547058823
1989,Indiana,Sulfur dioxide,15.678789456666678
2009,Maryland,PM10 Total 0-10um STP,15.675438666666668
2001,Georgia,PM2.5 - Local Conditions,15.675092817204302
2009,Ohio,Nitrogen dioxide (NO2),15.667415750000002
1990,New York,Sulfur dioxide,15.657384260416674
2014,South Carolina,PM10 Total 0-10um STP,15.649161333333337
2021,Arkansas,PM10 Total 0-10um STP,15.641256666666667
1981,West Virginia,Sulfur dioxide,15.636343890909092
2001,Oklahoma,Nitrogen dioxide (NO2),15.634163038461539
2017,Mississippi,PM10 Total 0-10um STP,15.632653000000001
1983,Iowa,Nitrogen dioxide (NO2),15.621818
2016,West Virginia,PM10 Total 0-10um STP,15.616225166666666
1989,Arkansas,Nitrogen dioxide (NO2),15.6152325
2011,Massachusetts,Nitrogen dioxide (NO2),15.61199675
2005,Pennsylvania,PM2.5 - Local Conditions,15.608462612244903
1999,District Of Columbia,PM2.5 - Local Conditions,15.605368444444442
2002,Hawaii,PM10 Total 0-10um STP,15.600937789473685
2005,Illinois,PM2.5 - Local Conditions,15.578419957627128
2020,Tennessee,PM10 Total 0-10um STP,15.566587124999998
2019,Connecticut,Nitrogen dioxide (NO2),15.564546124999998
2001,Pennsylvania,PM2.5 - Local Conditions,15.564438659574462
2014,California,Nitrogen dioxide (NO2),15.557734509433956
1984,Illinois,Sulfur dioxide,15.555810521428571
2014,Montana,PM10 Total 0-10um STP,15.535438547169807
1987,New Mexico,Sulfur dioxide,15.534608249999998
1996,Wisconsin,Nitrogen dioxide (NO2),15.534528099999998
2002,Idaho,Nitrogen dioxide (NO2),15.533739
2009,Wisconsin,PM10 Total 0-10um STP,15.53004330769231
1991,Delaware,Sulfur dioxide,15.526835791666665
1997,Alabama,Nitrogen dioxide (NO2),15.521229250000003
2011,Connecticut,Nitrogen dioxide (NO2),15.514781125000003
2015,Connecticut,Nitrogen dioxide (NO2),15.510739875
2021,New York,Nitrogen dioxide (NO2),15.509323125000002
2018,New Jersey,PM10 Total 0-10um STP,15.5047285
2012,Hawaii,PM10 Total 0-10um STP,15.504205444444443
2009,Massachusetts,PM10 Total 0-10um STP,15.5038817
1993,Indiana,Sulfur dioxide,15.50174113157895
1997,Wisconsin,PM2.5 - Local Conditions,15.492226666666665
2016,Kentucky,PM10 Total 0-10um STP,15.491344416666669
1983,Missouri,Sulfur dioxide,15.488590716666664
2015,South Carolina,PM10 Total 0-10um STP,15.483001333333332
2007,West Virginia,PM2.5 - Local Conditions,15.481255882352938
1993,Pennsylvania,Sulfur dioxide,15.475722665000005
2011,Indiana,Nitrogen dioxide (NO2),15.468736375000002
2001,Vermont,PM10 Total 0-10um STP,15.4592395
1988,North Dakota,PM10 Total 0-10um STP,15.45454366666667
2022,Oklahoma,Nitrogen dioxide (NO2),15.449822375000002
2012,West Virginia,PM10 Total 0-10um STP,15.444226818181816
2008,Washington,Nitrogen dioxide (NO2),15.4440115
2017,Pennsylvania,PM10 Total 0-10um STP,15.443394833333331
1981,Illinois,Sulfur dioxide,15.442366945121959
2021,Connecticut,Nitrogen dioxide (NO2),15.433778874999998
2016,Missouri,Nitrogen dioxide (NO2),15.433668857142859
2002,Florida,Nitrogen dioxide (NO2),15.431785928571426
2017,Maryland,Nitrogen dioxide (NO2),15.431484000000001
2007,Georgia,Nitrogen dioxide (NO2),15.425558625000003
1988,Indiana,Sulfur dioxide,15.422244411184192
2000,New Hampshire,PM10 Total 0-10um STP,15.421737312500001
2021,South Carolina,PM10 Total 0-10um STP,15.409091833333333
2015,Maine,PM10 Total 0-10um STP,15.4053988
1992,Pennsylvania,Sulfur dioxide,15.405084259999999
2001,Delaware,PM2.5 - Local Conditions,15.399954777777772
2001,Illinois,PM2.5 - Local Conditions,15.396458972477063
1984,Kansas,Sulfur dioxide,15.394825875
1995,West Virginia,Sulfur dioxide,15.391092423913046
1985,Oklahoma,Sulfur dioxide,15.389959875000002
2012,Alaska,PM10 Total 0-10um STP,15.388634206896558
2000,New York,PM10 Total 0-10um STP,15.381677058823529
2021,North Dakota,PM10 Total 0-10um STP,15.3687665
1984,Montana,Sulfur dioxide,15.362997794117646
1999,Maryland,PM2.5 - Local Conditions,15.358197388888893
1984,Arizona,Nitrogen dioxide (NO2),15.346084555555555
1989,Rhode Island,Sulfur dioxide,15.345497250000001
2001,Indiana,PM2.5 - Local Conditions,15.345067775641025
1981,Connecticut,Sulfur dioxide,15.343453416666662
